wo_plano_drive_1;wo_plano_drive_2;wo_plano_mean
-0,876;-1,047;-0,9615
-0,897;-0,894;-0,8955
-0,712;-0,591;-0,6515
-0,563;-0,472;-0,5175
-0,381;-0,41;-0,3955
-0,366;-0,43;-0,398
-0,429;-0,317;-0,373
-0,402;-0,148;-0,275
-0,53;-0,151;-0,3405
-0,29;-0,349;-0,3195
-0,289;-0,361;-0,325
-0,252;-0,227;-0,2395
-0,483;-0,552;-0,5175
-0,547;-0,76;-0,6535
-0,739;-0,5;-0,6195
-0,645;-0,176;-0,4105
-0,399;-0,003;-0,201
0;-0,16;-0,08
0;-0,094;-0,047
-0,077;-0,175;-0,126
-0,219;-0,097;-0,158
-0,315;-0,13;-0,2225
-0,417;0;-0,2085
-0,248;-0,212;-0,23
-0,437;-0,279;-0,358
-0,669;-0,111;-0,39
-0,248;-0,069;-0,1585
-0,245;-0,104;-0,1745
-0,328;-0,145;-0,2365
-0,322;-0,076;-0,199
-0,418;-0,152;-0,285
-0,27;-0,512;-0,391
-0,378;-0,591;-0,4845
-0,287;-0,477;-0,382
-0,165;-0,509;-0,337
-0,14;-0,457;-0,2985
-0,273;-0,236;-0,2545
-0,134;0;-0,067
0;-0,146;-0,073
-0,027;-0,283;-0,155
-0,19;-0,178;-0,184
-0,048;-0,356;-0,202
-0,372;-0,712;-0,542
-0,2;-0,597;-0,3985
-0,42;-0,492;-0,456
-0,358;-0,124;-0,241
-0,221;-0,315;-0,268
-0,1;-0,392;-0,246
-0,129;-0,352;-0,2405
-0,186;-0,376;-0,281
-0,288;-0,063;-0,1755
-0,141;-0,005;-0,073
0;0;0
0;-0,212;-0,106
-0,017;-0,629;-0,323
-0,569;-0,471;-0,52
-0,513;-0,428;-0,4705
-0,588;-0,288;-0,438
-0,371;-0,096;-0,2335
-0,35;-0,115;-0,2325
-0,358;-0,268;-0,313
-0,065;0;-0,0325
-0,14;-0,126;-0,133
0;-0,262;-0,131
-0,056;-0,084;-0,07
-0,272;-0,294;-0,283
-0,285;-0,243;-0,264
-0,307;-0,566;-0,4365
-0,517;-0,641;-0,579
-0,33;-0,832;-0,581
-0,315;-0,58;-0,4475
-0,357;-0,848;-0,6025
-0,033;-1,138;-0,5855
-0,335;-0,957;-0,646
-0,733;-0,876;-0,8045
-0,99;-0,961;-0,9755
-0,936;-1,249;-1,0925
-1,119;-1,134;-1,1265
-1,574;-1,507;-1,5405
-1,775;-1,726;-1,7505
-1,793;-1,895;-1,844
-1,861;-2,233;-2,047
-1,953;-2,544;-2,2485
-2,116;-3,127;-2,6215
-1,959;-3,501;-2,73
-1,627;-2,87;-2,2485
-1,665;-2,243;-1,954
-1,546;-1,946;-1,746
-1,808;-1,655;-1,7315
-1,769;-1,653;-1,711
-1,597;-1,82;-1,7085
-1,483;-1,553;-1,518
-1,867;-1,421;-1,644
-1,787;-1,654;-1,7205
-1,729;-1,869;-1,799
-2,036;-1,631;-1,8335
-1,744;-1,605;-1,6745
-1,722;-1,619;-1,6705
-1,398;-1,221;-1,3095
-1,035;-1,261;-1,148
-1,126;-1,078;-1,102
-0,906;-0,804;-0,855
-0,933;-0,813;-0,873
-0,76;-0,773;-0,7665
-0,674;-0,392;-0,533
-0,793;-0,214;-0,5035
-0,383;-0,155;-0,269
0;0;0
-0,075;-0,197;-0,136
-0,269;-0,329;-0,299
-0,174;-0,591;-0,3825
-0,494;-0,809;-0,6515
-0,62;-0,74;-0,68
-0,714;-0,804;-0,759
-0,708;-1,246;-0,977
-1,268;-1,151;-1,2095
-0,993;-0,789;-0,891
-0,518;-1,016;-0,767
-0,485;-0,969;-0,727
-0,909;-0,775;-0,842
-1,064;-0,546;-0,805
-0,612;-0,83;-0,721
-0,655;-0,721;-0,688
-0,469;-0,736;-0,6025
-0,687;-0,46;-0,5735
-0,676;-0,583;-0,6295
-0,369;-0,264;-0,3165
-0,447;-0,487;-0,467
-0,281;-0,43;-0,3555
-0,374;-0,351;-0,3625
-0,258;-0,291;-0,2745
-0,14;0;-0,07
0;-0,213;-0,1065
0;-0,054;-0,027
-0,042;-0,149;-0,0955
-0,576;-0,2;-0,388
-0,645;-0,2;-0,4225
-0,737;-0,545;-0,641
-0,796;-0,909;-0,8525
-0,88;-0,533;-0,7065
-0,901;-0,569;-0,735
-0,606;-0,792;-0,699
-0,547;-1,311;-0,929
-0,636;-1,219;-0,9275
-0,815;-1,209;-1,012
-0,861;-0,958;-0,9095
-0,607;-0,909;-0,758
-0,374;-1,088;-0,731
-0,644;-1,285;-0,9645
-0,713;-1,208;-0,9605
-0,598;-1,08;-0,839
-0,528;-0,728;-0,628
-0,615;-0,748;-0,6815
-0,551;-0,722;-0,6365
-0,589;-0,794;-0,6915
-0,431;-1,298;-0,8645
-0,759;-0,919;-0,839
-0,915;-0,324;-0,6195
-0,228;-0,211;-0,2195
-0,004;-0,474;-0,239
-0,266;-0,822;-0,544
-0,348;-0,632;-0,49
-0,349;-0,634;-0,4915
-0,258;-0,767;-0,5125
-0,2;-1,199;-0,6995
-0,502;-1,73;-1,116
-1,214;-1,348;-1,281
-1,226;-1,401;-1,3135
-1,255;-1,219;-1,237
-0,875;-1,062;-0,9685
-0,775;-0,998;-0,8865
-0,72;-0,902;-0,811
-0,519;-1,043;-0,781
-1,042;-1,115;-1,0785
-1,164;-1,092;-1,128
-0,927;-0,662;-0,7945
-0,811;-0,567;-0,689
-0,851;-0,709;-0,78
-0,967;-0,915;-0,941
-1,132;-0,798;-0,965
-1,386;-0,391;-0,8885
-1,409;-0,69;-1,0495
-1,171;-0,665;-0,918
-1,506;-1,06;-1,283
-1,823;-0,996;-1,4095
-1,758;-1,262;-1,51
-1,713;-1,129;-1,421
-1,721;-0,598;-1,1595
-1,487;-0,521;-1,004
-1,113;-0,554;-0,8335
-0,92;-0,78;-0,85
-1,13;-1,023;-1,0765
-1,377;-0,742;-1,0595
-0,933;-0,866;-0,8995
-0,781;-1,363;-1,072
-1,231;-1,529;-1,38
-1,485;-1,659;-1,572
-1,409;-1,52;-1,4645
-1,336;-1,421;-1,3785
-1,165;-1,224;-1,1945
-0,825;-1,135;-0,98
-0,66;-0,876;-0,768
-0,885;-0,667;-0,776
-0,376;-0,364;-0,37
-0,307;-0,511;-0,409
-0,341;-0,366;-0,3535
-0,414;-0,244;-0,329
-0,258;-0,448;-0,353
-0,365;-0,517;-0,441
-0,379;-0,262;-0,3205
-0,214;-0,011;-0,1125
0;-0,362;-0,181
-0,143;-0,492;-0,3175
-0,585;0;-0,2925
-0,036;-0,096;-0,066
0;-0,611;-0,3055
-0,214;-0,622;-0,418
-0,322;-0,692;-0,507
-0,446;-0,774;-0,61
-0,301;-0,869;-0,585
-0,53;-0,418;-0,474
-0,378;-0,511;-0,4445
-0,385;-0,533;-0,459
-0,258;-0,262;-0,26
-0,034;-0,006;-0,02
0;0;0
-0,118;-0,059;-0,0885
-0,214;-0,062;-0,138
-0,181;-0,017;-0,099
-0,147;-0,194;-0,1705
-0,049;-0,499;-0,274
-0,08;-0,58;-0,33
-0,52;-0,383;-0,4515
-0,453;-0,197;-0,325
-0,318;-0,299;-0,3085
-0,213;-0,259;-0,236
-0,438;-0,061;-0,2495
-0,421;-0,227;-0,324
-0,556;-0,144;-0,35
-0,496;-0,046;-0,271
-0,385;-0,049;-0,217
-0,071;-0,117;-0,094
0;-0,189;-0,0945
-0,193;-0,531;-0,362
-0,57;-0,618;-0,594
-0,891;-0,961;-0,926
-1,106;-0,524;-0,815
-0,977;-0,487;-0,732
-1,099;-0,413;-0,756
-0,864;-0,215;-0,5395
-0,585;-0,321;-0,453
-0,564;-0,29;-0,427
-0,597;-0,544;-0,5705
-0,805;-0,473;-0,639
-0,785;-0,107;-0,446
-0,737;-0,212;-0,4745
-0,599;-0,244;-0,4215
-0,55;-0,45;-0,5
-0,926;-0,772;-0,849
-0,927;-0,783;-0,855
-0,731;-0,553;-0,642
-0,583;-0,663;-0,623
-0,807;-0,445;-0,626
-0,607;-0,49;-0,5485
-0,26;-0,179;-0,2195
-0,226;0;-0,113
0;-0,31;-0,155
-0,03;-0,854;-0,442
-0,409;-0,63;-0,5195
-0,479;-0,524;-0,5015
-0,346;-0,321;-0,3335
-0,218;-0,282;-0,25
-0,359;-0,243;-0,301
-0,377;-0,125;-0,251
-0,14;0;-0,07
-0,18;-0,149;-0,1645
-0,288;-0,383;-0,3355
-0,675;-0,362;-0,5185
-0,682;-0,303;-0,4925
-0,606;-0,472;-0,539
-0,614;-0,438;-0,526
-0,887;-0,664;-0,7755
-0,763;-0,738;-0,7505
-0,798;-0,799;-0,7985
-0,399;-0,689;-0,544
-0,474;-0,559;-0,5165
-0,278;-0,277;-0,2775
-0,34;-0,334;-0,337
-0,063;-0,23;-0,1465
-0,048;-0,178;-0,113
0;0;0
0;-0,117;-0,0585
-0,048;-0,03;-0,039
-0,078;-0,224;-0,151
-0,565;-0,319;-0,442
-0,662;-0,342;-0,502
-0,84;-0,505;-0,6725
-0,964;-0,816;-0,89
-1,043;-1,272;-1,1575
-1,508;-1,664;-1,586
-1,914;-1,752;-1,833
-2,184;-1,764;-1,974
-2,225;-1,875;-2,05
-2,22;-1,964;-2,092
-2,457;-1,91;-2,1835
-2,802;-1,882;-2,342
-2,615;-1,83;-2,2225
-2,475;-2,172;-2,3235
-2,682;-2,194;-2,438
-3,045;-2,383;-2,714
-2,884;-2,392;-2,638
-3,298;-1,455;-2,3765
-2,725;-1,037;-1,881
-1,855;0;-0,9275
-0,672;-0,155;-0,4135
0;-0,507;-0,2535
-0,592;-1,813;-1,2025
-1,203;-2,366;-1,7845
-2,254;-2,839;-2,5465
-2,711;-3,001;-2,856
-3,005;-2,822;-2,9135
-2,96;-2,29;-2,625
-2,761;-1,967;-2,364
-2,209;-2,034;-2,1215
-2,013;-1,99;-2,0015
-2,405;-1,477;-1,941
-2,271;-1,038;-1,6545
-1,914;-0,701;-1,3075
-1,135;-0,78;-0,9575
-1,238;-0,437;-0,8375
-0,972;-0,247;-0,6095
-0,764;-0,192;-0,478
-0,489;-0,261;-0,375
-0,406;-0,268;-0,337
-0,278;-0,239;-0,2585
-0,227;-0,366;-0,2965
0;-0,605;-0,3025
-0,231;-0,772;-0,5015
-0,688;-0,47;-0,579
-0,818;-0,772;-0,795
-0,607;-0,891;-0,749
-0,909;-0,606;-0,7575
-0,879;-0,452;-0,6655
-0,779;-0,319;-0,549
-0,683;-0,555;-0,619
-0,35;-0,623;-0,4865
-0,42;-0,635;-0,5275
-0,457;-0,701;-0,579
-0,431;-0,51;-0,4705
-0,438;-0,402;-0,42
-0,246;-0,399;-0,3225
-0,325;-0,53;-0,4275
-0,632;-0,618;-0,625
-0,646;-0,504;-0,575
-0,656;-0,498;-0,577
-0,758;-0,341;-0,5495
-0,66;-0,395;-0,5275
-0,498;-0,367;-0,4325
-0,353;-0,339;-0,346
-0,211;-0,168;-0,1895
-0,156;0;-0,078
-0,127;-0,297;-0,212
-0,195;-0,454;-0,3245
-0,017;-0,667;-0,342
-0,024;-0,574;-0,299
-0,164;-0,765;-0,4645
-0,361;-0,711;-0,536
-0,479;-0,824;-0,6515
-0,524;-0,556;-0,54
-0,403;-0,832;-0,6175
-0,309;-0,823;-0,566
-0,34;-0,715;-0,5275
-0,271;-0,48;-0,3755
-0,154;-0,586;-0,37
-0,154;-0,561;-0,3575
-0,151;-0,466;-0,3085
-0,369;-0,356;-0,3625
-0,374;-0,301;-0,3375
0;0;0
-0,209;-0,248;-0,2285
-0,271;-0,508;-0,3895
-0,51;-0,533;-0,5215
-0,796;-0,315;-0,5555
-0,469;-0,351;-0,41
-0,296;-0,35;-0,323
-0,522;-0,378;-0,45
-0,584;-0,313;-0,4485
-0,239;-0,822;-0,5305
-0,302;-0,731;-0,5165
-0,377;-0,649;-0,513
-0,206;-0,263;-0,2345
-0,289;-0,208;-0,2485
-0,126;0;-0,063
0;-0,02;-0,01
-0,037;-0,237;-0,137
-0,065;-0,281;-0,173
-0,117;-0,268;-0,1925
0;-0,274;-0,137
0;-0,507;-0,2535
-0,022;-0,443;-0,2325
-0,19;-0,199;-0,1945
-0,168;-0,037;-0,1025
-0,417;-0,004;-0,2105
-0,508;-0,103;-0,3055
-0,346;-0,277;-0,3115
-0,463;-0,301;-0,382
-0,486;-0,54;-0,513
-0,569;-0,473;-0,521
-0,488;-0,372;-0,43
-0,591;-0,704;-0,6475
-0,722;-0,469;-0,5955
-0,898;-0,362;-0,63
-0,703;-0,336;-0,5195
-0,481;-0,423;-0,452
-0,641;-0,12;-0,3805
-0,43;-0,293;-0,3615
-0,394;-0,415;-0,4045
-0,378;0;-0,189
-0,248;-0,149;-0,1985
0;-0,127;-0,0635
-0,092;-0,392;-0,242
-0,039;-0,36;-0,1995
-0,314;-0,442;-0,378
-0,654;-1,147;-0,9005
-0,585;-1,165;-0,875
-0,615;-0,722;-0,6685
-0,545;-0,47;-0,5075
-0,367;-0,794;-0,5805
-0,507;-0,864;-0,6855
-0,83;-1,035;-0,9325
-0,824;-0,91;-0,867
-0,925;-0,588;-0,7565
-0,677;-0,594;-0,6355
-0,778;-0,462;-0,62
-0,675;-0,357;-0,516
-0,77;-0,323;-0,5465
-0,427;-0,403;-0,415
-0,531;-0,1;-0,3155
-0,645;0;-0,3225
-0,272;-0,01;-0,141
0;-0,204;-0,102
-0,343;0;-0,1715
-0,493;-0,059;-0,276
-0,402;-0,088;-0,245
-0,365;-0,107;-0,236
-0,387;-0,061;-0,224
-0,69;-0,235;-0,4625
-0,784;-0,292;-0,538
-0,756;-0,339;-0,5475
-0,839;-0,289;-0,564
-0,539;-0,304;-0,4215
-0,45;-0,352;-0,401
-0,433;-0,464;-0,4485
-0,276;-0,251;-0,2635
-0,373;-0,435;-0,404
-0,352;-0,473;-0,4125
-0,438;-0,336;-0,387
-0,479;-0,621;-0,55
-0,378;-0,754;-0,566
-0,4;-0,735;-0,5675
-0,539;-0,778;-0,6585
-0,312;-1,009;-0,6605
-0,531;-0,678;-0,6045
-0,781;-0,302;-0,5415
-0,932;-0,255;-0,5935
-0,848;-0,014;-0,431
-0,876;0;-0,438
-0,656;-0,138;-0,397
-0,372;-0,542;-0,457
-0,552;-0,585;-0,5685
-0,766;-1,116;-0,941
-1,274;-0,918;-1,096
-1,155;-0,734;-0,9445
-0,874;-0,8;-0,837
-0,558;-0,955;-0,7565
-0,795;-1,229;-1,012
-0,993;-0,911;-0,952
-0,896;-0,943;-0,9195
-0,558;-0,967;-0,7625
-0,643;-0,848;-0,7455
-0,667;-0,569;-0,618
-0,983;-0,635;-0,809
-0,418;-0,668;-0,543
-0,275;-0,716;-0,4955
-0,489;-0,867;-0,678
-0,817;-0,846;-0,8315
-0,961;-0,961;-0,961
-1,034;-0,931;-0,9825
-1,055;-0,895;-0,975
-0,683;-0,771;-0,727
-0,484;-0,597;-0,5405
-0,503;-0,754;-0,6285
-0,578;-0,648;-0,613
-0,695;-0,689;-0,692
-0,691;-0,448;-0,5695
-0,46;-0,638;-0,549
-0,466;-0,79;-0,628
-0,463;-0,826;-0,6445
-0,515;-0,564;-0,5395
-0,632;-0,608;-0,62
-0,722;-0,502;-0,612
-0,495;-0,508;-0,5015
-0,533;-0,49;-0,5115
-0,604;-0,622;-0,613
-0,457;-0,439;-0,448
-0,53;-0,379;-0,4545
-0,407;-0,471;-0,439
-0,261;-0,296;-0,2785
-0,545;-0,074;-0,3095
-0,662;-0,16;-0,411
-0,895;-0,238;-0,5665
-0,654;-0,008;-0,331
-0,582;-0,235;-0,4085
-0,446;-0,249;-0,3475
-0,526;-0,131;-0,3285
-0,773;-0,292;-0,5325
-0,818;-0,326;-0,572
-0,552;-0,178;-0,365
-0,399;0;-0,1995
-0,702;-0,328;-0,515
-0,408;-0,268;-0,338
-0,193;-0,232;-0,2125
-0,221;-0,119;-0,17
0;-0,211;-0,1055
-0,45;-0,296;-0,373
-0,541;-0,619;-0,58
-0,729;-0,44;-0,5845
-0,823;-0,757;-0,79
-0,861;-0,238;-0,5495
-0,555;-0,147;-0,351
-0,358;-0,143;-0,2505
-0,213;0;-0,1065
-0,148;-0,092;-0,12
-0,205;-0,112;-0,1585
-0,068;-0,197;-0,1325
-0,258;-0,407;-0,3325
-0,094;-0,489;-0,2915
-0,11;-0,314;-0,212
-0,203;-0,569;-0,386
-0,385;-0,604;-0,4945
-0,359;-0,265;-0,312
-0,352;-0,348;-0,35
-0,26;-0,513;-0,3865
-0,421;-0,509;-0,465
-0,348;-0,233;-0,2905
0;-0,303;-0,1515
0;-0,2;-0,1
-0,145;-0,051;-0,098
-0,017;0;-0,0085
-0,127;0;-0,0635
-0,074;-0,36;-0,217
0;-0,367;-0,1835
-0,01;-0,567;-0,2885
-0,33;-0,637;-0,4835
-0,519;-0,628;-0,5735
-0,65;-0,616;-0,633
-0,684;-0,797;-0,7405
-1;-0,745;-0,8725
-0,921;-0,436;-0,6785
-0,882;-0,184;-0,533
-0,724;-0,338;-0,531
-0,537;-0,177;-0,357
-0,304;0;-0,152
-0,234;0;-0,117
-0,179;-0,072;-0,1255
0;-0,215;-0,1075
-0,126;-0,323;-0,2245
-0,183;-0,225;-0,204
-0,241;-0,154;-0,1975
-0,3;-0,295;-0,2975
-0,404;-0,439;-0,4215
-0,424;-0,144;-0,284
-0,502;-0,063;-0,2825
-0,277;-0,279;-0,278
-0,41;-0,971;-0,6905
-0,806;-1,036;-0,921
-1,248;-1,258;-1,253
-1,543;-1,28;-1,4115
-1,866;-1,57;-1,718
-1,569;-1,281;-1,425
-1,419;-1,032;-1,2255
-1,4;-1,248;-1,324
-1,234;-1,695;-1,4645
-0,954;-1,339;-1,1465
-1,051;-1,566;-1,3085
-1,496;-1,224;-1,36
-1,461;-1,382;-1,4215
-1,549;-1,406;-1,4775
-1,338;-1,462;-1,4
-1,329;-1,669;-1,499
-1,421;-1,875;-1,648
-2,281;-1,689;-1,985
-2,869;-1,003;-1,936
-2,162;-0,631;-1,3965
-0,925;0;-0,4625
-0,477;-0,698;-0,5875
0;-1,117;-0,5585
-0,451;-0,813;-0,632
-0,148;-0,889;-0,5185
0;-0,663;-0,3315
0;-2,211;-1,1055
-1,354;-3,024;-2,189
-3,204;-3,097;-3,1505
-3,672;-3,173;-3,4225
-3,653;-2,993;-3,323
-3,536;-2,9;-3,218
-3,712;-2,563;-3,1375
-3,594;-2,28;-2,937
-3,434;-2,072;-2,753
-2,916;-2,054;-2,485
-2,768;-2,199;-2,4835
-2,662;-2,342;-2,502
-2,687;-2,423;-2,555
-2,745;-2,237;-2,491
-2,872;-2,513;-2,6925
-2,978;-2,071;-2,5245
-2,79;-2,076;-2,433
-2,75;-1,859;-2,3045
-2,673;-1,882;-2,2775
-2,611;-1,874;-2,2425
-2,367;-0,895;-1,631
-1,992;-0,769;-1,3805
-1,197;-0,48;-0,8385
-0,899;-0,555;-0,727
-0,608;-0,311;-0,4595
-0,456;-0,196;-0,326
-0,485;-0,324;-0,4045
-0,647;-0,352;-0,4995
-0,749;-0,456;-0,6025
-0,783;-0,364;-0,5735
-0,82;-0,444;-0,632
-0,955;-0,267;-0,611
-0,695;-0,137;-0,416
-0,304;-0,234;-0,269
-0,116;-0,022;-0,069
0;-0,132;-0,066
0;-0,057;-0,0285
-0,449;0;-0,2245
-0,485;-0,238;-0,3615
-0,424;-0,308;-0,366
-0,472;-0,562;-0,517
-0,553;-0,722;-0,6375
-0,638;-0,39;-0,514
-0,691;-0,235;-0,463
-0,634;-0,049;-0,3415
-0,331;-0,132;-0,2315
0;-0,173;-0,0865
-0,171;-0,412;-0,2915
-0,218;-0,426;-0,322
-0,06;0;-0,03
0;-0,284;-0,142
-0,034;-0,501;-0,2675
-0,41;-0,455;-0,4325
-0,377;-0,603;-0,49
-0,607;-1,034;-0,8205
-0,597;-0,921;-0,759
-0,696;-0,735;-0,7155
-0,667;-0,764;-0,7155
-0,719;-1,024;-0,8715
-0,932;-0,92;-0,926
-1,021;-0,754;-0,8875
-1,004;-0,942;-0,973
-0,948;-0,775;-0,8615
-1,01;-1,132;-1,071
-1,019;-0,936;-0,9775
-0,908;-0,561;-0,7345
-0,604;-0,564;-0,584
-0,46;-0,417;-0,4385
-0,314;-0,559;-0,4365
-0,282;-0,982;-0,632
-0,476;-0,721;-0,5985
-0,178;-0,618;-0,398
-0,149;-0,708;-0,4285
-0,404;-0,833;-0,6185
-0,717;-0,727;-0,722
-0,873;-0,48;-0,6765
-0,563;-0,531;-0,547
-0,311;-0,655;-0,483
-0,319;-0,943;-0,631
-0,788;-1,064;-0,926
-1,14;-1,078;-1,109
-1,292;-1,107;-1,1995
-1,3;-1,229;-1,2645
-1,222;-1,235;-1,2285
-1,288;-1,204;-1,246
-1,36;-1,493;-1,4265
-1,402;-1,766;-1,584
-1,734;-2,085;-1,9095
-1,896;-1,881;-1,8885
-1,821;-1,573;-1,697
-1,799;-1,384;-1,5915
-1,959;-1,38;-1,6695
-1,798;-1,273;-1,5355
-1,604;-1,131;-1,3675
-1,019;-1,455;-1,237
-1,235;-1,463;-1,349
-1,627;-1,289;-1,458
-1,461;-1,226;-1,3435
-1,328;-1,122;-1,225
-1,034;-1,216;-1,125
-1,141;-1,139;-1,14
-1,078;-0,972;-1,025
-1,011;-1,156;-1,0835
-0,937;-1,337;-1,137
-1,022;-1,166;-1,094
-0,908;-0,657;-0,7825
-0,84;-0,154;-0,497
-0,38;-0,4;-0,39
0;-0,63;-0,315
-0,098;-0,511;-0,3045
-0,247;-0,397;-0,322
-0,385;-0,591;-0,488
-0,385;-0,663;-0,524
-0,659;-0,865;-0,762
-0,543;-0,843;-0,693
-0,186;-0,954;-0,57
-0,21;-0,919;-0,5645
-0,346;-0,828;-0,587
-0,744;-0,562;-0,653
-0,859;-0,889;-0,874
-0,545;-0,553;-0,549
-0,616;-0,363;-0,4895
-0,47;-0,393;-0,4315
-0,445;-0,016;-0,2305
-0,111;-0,038;-0,0745
-0,106;-0,151;-0,1285
-0,14;-0,087;-0,1135
-0,316;-0,166;-0,241
-0,316;-0,11;-0,213
-0,36;0;-0,18
-0,271;-0,255;-0,263
-0,228;-0,317;-0,2725
-0,423;-0,425;-0,424
-0,71;-0,476;-0,593
-0,471;-0,45;-0,4605
-0,576;-0,348;-0,462
-0,61;-0,369;-0,4895
-0,382;-0,184;-0,283
-0,099;0;-0,0495
0;-0,09;-0,045
-0,073;-0,099;-0,086
-0,085;-0,12;-0,1025
-0,214;-0,403;-0,3085
-0,14;-0,311;-0,2255
-0,208;-0,032;-0,12
-0,072;-0,385;-0,2285
-0,215;-0,736;-0,4755
-0,366;-1,062;-0,714
-0,724;-0,952;-0,838
-0,508;-0,989;-0,7485
-0,498;-0,697;-0,5975
-0,303;-0,831;-0,567
-0,164;-0,629;-0,3965
-0,075;-0,335;-0,205
-0,147;-0,142;-0,1445
-0,152;-0,411;-0,2815
-0,342;-0,588;-0,465
-0,507;-0,505;-0,506
-0,482;-0,188;-0,335
-0,377;-0,101;-0,239
-0,319;-0,142;-0,2305
-0,299;-0,238;-0,2685
-0,414;-0,011;-0,2125
-0,444;-0,131;-0,2875
-0,494;-0,172;-0,333
-0,22;-0,145;-0,1825
0;-0,617;-0,3085
-0,454;-0,505;-0,4795
-0,666;-0,273;-0,4695
-0,691;-0,374;-0,5325
-0,731;-0,626;-0,6785
-0,681;-0,448;-0,5645
-0,376;-0,476;-0,426
-0,417;-0,347;-0,382
-0,465;-0,348;-0,4065
-0,471;-0,329;-0,4
-0,4;-0,411;-0,4055
-0,346;-0,208;-0,277
-0,515;-0,508;-0,5115
-0,69;-0,495;-0,5925
-0,793;-0,505;-0,649
-0,782;-0,581;-0,6815
-0,754;-0,622;-0,688
-0,945;-0,554;-0,7495
-1,189;-0,599;-0,894
-1,072;-0,562;-0,817
-1,141;-0,55;-0,8455
-0,96;-0,824;-0,892
-1,181;-1,246;-1,2135
-1,551;-0,906;-1,2285
-1,327;-0,37;-0,8485
-0,834;-0,401;-0,6175
-0,47;-0,195;-0,3325
0;-0,495;-0,2475
-0,089;-0,509;-0,299
-0,4;-0,697;-0,5485
-0,428;-0,831;-0,6295
-0,456;-0,841;-0,6485
-0,551;-0,991;-0,771
-0,771;-1,016;-0,8935
-0,696;-0,943;-0,8195
-0,906;-1,123;-1,0145
-1,188;-1,323;-1,2555
-1,41;-1,323;-1,3665
-1,435;-1,241;-1,338
-1,581;-1,169;-1,375
-1,664;-1,192;-1,428
-1,463;-1,086;-1,2745
-1,557;-0,767;-1,162
-1,257;-0,856;-1,0565
-1,116;-0,956;-1,036
-1,212;-1,078;-1,145
-1,524;-1,358;-1,441
-1,801;-1,563;-1,682
-1,778;-1,353;-1,5655
-1,188;-1,021;-1,1045
-1,096;-0,808;-0,952
-0,916;-0,729;-0,8225
-0,677;-0,581;-0,629
-0,772;-0,959;-0,8655
-1,099;-1,06;-1,0795
-1,18;-0,853;-1,0165
-0,991;-0,92;-0,9555
-0,66;-1,048;-0,854
-0,636;-0,999;-0,8175
-0,602;-1,166;-0,884
-0,873;-1,215;-1,044
-1,227;-1,254;-1,2405
-1,225;-1,432;-1,3285
-1,276;-1,545;-1,4105
-1,221;-1,497;-1,359
-1,322;-1,158;-1,24
-1,204;-0,834;-1,019
-0,942;-0,651;-0,7965
-0,654;-0,92;-0,787
-1,079;-0,993;-1,036
-1,375;-1,249;-1,312
-1,375;-1,113;-1,244
-1,334;-1,073;-1,2035
-0,915;-0,689;-0,802
-0,488;-0,512;-0,5
-0,519;-0,457;-0,488
-0,344;-0,486;-0,415
-0,329;-0,33;-0,3295
-0,268;-0,474;-0,371
-0,275;-0,363;-0,319
-0,162;-0,524;-0,343
-0,12;-0,512;-0,316
-0,297;-0,356;-0,3265
-0,119;-0,427;-0,273
-0,154;-0,326;-0,24
-0,262;-0,412;-0,337
-0,423;-0,426;-0,4245
-0,618;-0,558;-0,588
-0,389;-0,75;-0,5695
-0,276;-0,637;-0,4565
-0,453;-0,343;-0,398
-0,318;-0,27;-0,294
-0,205;-0,063;-0,134
-0,359;-0,075;-0,217
-0,236;-0,134;-0,185
-0,281;-0,179;-0,23
-0,269;-0,206;-0,2375
-0,695;-0,147;-0,421
-0,395;-0,241;-0,318
-0,273;-0,064;-0,1685
-0,119;-0,206;-0,1625
0;0;0
-0,097;0;-0,0485
-0,028;-0,192;-0,11
-0,064;-0,48;-0,272
-0,247;-0,519;-0,383
-0,753;-0,747;-0,75
-0,649;-0,796;-0,7225
-0,488;-0,596;-0,542
-0,568;-0,666;-0,617
-0,548;-0,598;-0,573
-0,459;-0,706;-0,5825
-0,673;-0,34;-0,5065
-0,824;-0,202;-0,513
-0,412;-0,539;-0,4755
-0,422;-0,237;-0,3295
-0,534;-0,386;-0,46
-0,408;-0,362;-0,385
-0,306;-0,208;-0,257
-0,094;-0,693;-0,3935
0;-0,687;-0,3435
-0,078;-0,685;-0,3815
-0,029;-0,727;-0,378
-0,173;-0,787;-0,48
-0,366;-0,55;-0,458
-0,292;-0,611;-0,4515
-0,341;-0,657;-0,499
-0,442;-0,509;-0,4755
-0,406;-0,354;-0,38
-0,654;-0,163;-0,4085
-0,578;0;-0,289
-0,427;-0,093;-0,26
-0,565;-0,404;-0,4845
-0,798;-0,321;-0,5595
-0,772;-0,277;-0,5245
-0,586;-0,511;-0,5485
-0,663;-0,757;-0,71
-0,652;-0,98;-0,816
-0,917;-0,82;-0,8685
-0,901;-0,707;-0,804
-0,833;-0,512;-0,6725
-0,731;-0,609;-0,67
-0,703;-0,553;-0,628
-0,69;-0,5;-0,595
-0,728;-0,636;-0,682
-0,589;-0,819;-0,704
-0,562;-0,906;-0,734
-0,555;-0,733;-0,644
-0,256;-1,046;-0,651
-0,339;-1,055;-0,697
-0,472;-1,017;-0,7445
-0,347;-1,281;-0,814
