wo_plano_drive_1;wo_plano_drive_2;wo_plano_mean
-0,654;-0,233;-0,4435
-0,645;-0,331;-0,488
-0,622;-0,411;-0,5165
-0,529;-0,229;-0,379
-0,259;-0,078;-0,1685
-0,038;-0,125;-0,0815
0;-0,051;-0,0255
-0,241;-0,091;-0,166
-0,45;-0,124;-0,287
-0,314;-0,089;-0,2015
-0,181;-0,149;-0,165
0;0;0
-0,264;-0,163;-0,2135
-0,403;-0,164;-0,2835
-0,4;-0,04;-0,22
-0,176;-0,364;-0,27
-0,266;-0,438;-0,352
-0,486;-0,487;-0,4865
-0,457;-0,296;-0,3765
-0,563;-0,451;-0,507
-0,614;-0,669;-0,6415
-0,387;-0,474;-0,4305
-0,31;-0,395;-0,3525
-0,326;-0,342;-0,334
-0,051;-0,138;-0,0945
0;0;0
-0,029;-0,141;-0,085
-0,087;-0,278;-0,1825
0;-0,469;-0,2345
-0,215;-0,355;-0,285
-0,209;-0,255;-0,232
-0,273;-0,14;-0,2065
-0,312;-0,156;-0,234
-0,287;-0,228;-0,2575
-0,353;-0,456;-0,4045
-0,25;-0,263;-0,2565
-0,108;-0,406;-0,257
-0,111;-0,356;-0,2335
-0,246;-0,537;-0,3915
-0,299;-0,902;-0,6005
-0,578;-1,035;-0,8065
-0,636;-0,888;-0,762
-0,632;-0,8;-0,716
-0,452;-0,492;-0,472
-0,5;-0,391;-0,4455
-0,58;-0,524;-0,552
-0,34;-0,276;-0,308
-0,306;-0,071;-0,1885
-0,282;-0,201;-0,2415
-0,318;-0,343;-0,3305
-0,688;-0,577;-0,6325
-0,607;-0,962;-0,7845
-0,782;-0,592;-0,687
-0,524;-0,463;-0,4935
-0,536;-0,424;-0,48
-0,356;-0,724;-0,54
-0,735;-0,396;-0,5655
-0,508;-0,52;-0,514
-0,509;-0,356;-0,4325
-0,332;-0,456;-0,394
-0,074;-0,786;-0,43
-0,403;-0,909;-0,656
-0,526;-0,874;-0,7
-0,533;-1,019;-0,776
-0,793;-1,114;-0,9535
-0,852;-0,827;-0,8395
-0,766;-0,696;-0,731
-0,552;-0,363;-0,4575
-0,565;-0,249;-0,407
-0,177;-0,169;-0,173
-0,204;0;-0,102
-0,362;-0,165;-0,2635
-0,49;-0,124;-0,307
-0,626;-0,414;-0,52
-0,781;-0,276;-0,5285
-0,4;-0,14;-0,27
-0,152;-0,06;-0,106
0;-0,125;-0,0625
-0,05;-0,239;-0,1445
0;-0,324;-0,162
-0,061;-0,238;-0,1495
-0,113;-0,288;-0,2005
-0,161;-0,384;-0,2725
-0,331;-0,629;-0,48
-0,402;-0,568;-0,485
-0,52;-0,576;-0,548
-0,594;-0,37;-0,482
-0,638;-0,278;-0,458
-0,504;-0,243;-0,3735
-0,455;-0,062;-0,2585
-0,253;-0,109;-0,181
-0,265;0;-0,1325
-0,279;-0,112;-0,1955
-0,581;-0,066;-0,3235
-0,388;-0,178;-0,283
-0,275;0;-0,1375
-0,568;-0,393;-0,4805
-1,115;-0,651;-0,883
-1,279;-0,444;-0,8615
-0,779;-0,244;-0,5115
-0,616;-0,397;-0,5065
-0,74;-0,371;-0,5555
-0,866;-0,567;-0,7165
-0,855;-0,549;-0,702
-0,976;-0,86;-0,918
-1,148;-1,565;-1,3565
-1,63;-1,536;-1,583
-1,534;-1,729;-1,6315
-1,752;-1,93;-1,841
-1,809;-1,688;-1,7485
-1,85;-1,456;-1,653
-1,52;-1,048;-1,284
-0,846;-0,404;-0,625
-0,269;-0,343;-0,306
-0,293;-0,556;-0,4245
-0,701;-1,198;-0,9495
-1,02;-1,314;-1,167
-1,226;-1,311;-1,2685
-1,114;-1,181;-1,1475
-0,96;-1,277;-1,1185
-0,972;-1,451;-1,2115
-0,917;-1,462;-1,1895
-0,779;-1,674;-1,2265
-0,829;-1,687;-1,258
-0,916;-1,542;-1,229
-1,197;-1,828;-1,5125
-1,626;-1,898;-1,762
-1,67;-1,933;-1,8015
-1,747;-1,875;-1,811
-1,803;-1,878;-1,8405
-1,764;-1,809;-1,7865
-1,503;-1,589;-1,546
-1,292;-1,7;-1,496
-1,384;-1,629;-1,5065
-1,565;-1,511;-1,538
-1,123;-1,031;-1,077
-0,835;-1,19;-1,0125
-0,629;-1,374;-1,0015
-0,69;-1,395;-1,0425
-0,763;-1,466;-1,1145
-0,921;-1,563;-1,242
-1,066;-0,949;-1,0075
-0,83;-0,366;-0,598
-0,139;0;-0,0695
-0,209;0;-0,1045
-0,175;-0,003;-0,089
-0,004;0;-0,002
0;-0,078;-0,039
-0,178;-0,206;-0,192
-0,271;-0,302;-0,2865
-0,437;-0,546;-0,4915
-0,323;-0,377;-0,35
-0,36;-0,345;-0,3525
-0,409;-0,341;-0,375
-0,394;-0,446;-0,42
-0,324;-0,436;-0,38
-0,281;-0,279;-0,28
-0,233;-0,299;-0,266
-0,196;-0,286;-0,241
0;-0,474;-0,237
-0,344;-0,566;-0,455
-0,344;-0,641;-0,4925
-0,75;-0,553;-0,6515
-0,547;-0,587;-0,567
-0,574;-0,646;-0,61
-0,756;-0,505;-0,6305
-0,599;-0,251;-0,425
-0,634;0;-0,317
-0,409;-0,234;-0,3215
-0,425;-0,17;-0,2975
-0,428;-0,012;-0,22
-0,154;-0,243;-0,1985
-0,26;-0,309;-0,2845
-0,295;-0,454;-0,3745
-0,201;-0,332;-0,2665
-0,282;-0,193;-0,2375
-0,187;-0,575;-0,381
-0,548;-0,618;-0,583
-0,756;-0,545;-0,6505
-0,506;-0,271;-0,3885
-0,268;-0,516;-0,392
-0,226;-0,705;-0,4655
-0,279;-0,834;-0,5565
-0,464;-0,766;-0,615
-0,376;-0,817;-0,5965
-0,251;-0,498;-0,3745
-0,076;-0,38;-0,228
-0,145;-0,819;-0,482
-0,64;-0,834;-0,737
-0,759;-0,605;-0,682
-0,69;-0,388;-0,539
-0,454;-0,063;-0,2585
-0,479;-0,477;-0,478
-0,584;-1,051;-0,8175
-1,087;-1,274;-1,1805
-1,45;-1,868;-1,659
-1,301;-1,637;-1,469
-1,266;-1,108;-1,187
-1,046;-1,114;-1,08
-1,153;-1,366;-1,2595
-1,608;-1,252;-1,43
-1,339;-0,86;-1,0995
-1,003;-0,81;-0,9065
-0,91;-0,925;-0,9175
-1,178;-1,127;-1,1525
-1,192;-1,203;-1,1975
-1,413;-1,53;-1,4715
-1,424;-1,567;-1,4955
-1,1;-1,387;-1,2435
-1,121;-1,111;-1,116
-1,009;-1,368;-1,1885
-1,423;-1,295;-1,359
-1,347;-0,678;-1,0125
-0,991;-0,163;-0,577
-0,485;0;-0,2425
-0,106;-0,228;-0,167
-0,086;-0,32;-0,203
-0,167;-0,621;-0,394
-0,226;-0,667;-0,4465
-0,245;-0,653;-0,449
-0,094;-0,484;-0,289
-0,23;-0,274;-0,252
-0,259;-0,418;-0,3385
-0,32;-0,133;-0,2265
-0,023;-0,229;-0,126
-0,189;-0,124;-0,1565
-0,178;0;-0,089
-0,341;-0,201;-0,271
-0,636;-0,328;-0,482
-0,878;-0,488;-0,683
-1,2;-0,659;-0,9295
-1,561;-0,806;-1,1835
-1,603;-0,843;-1,223
-1,467;-0,571;-1,019
-1,193;-0,598;-0,8955
-0,784;-0,45;-0,617
-0,711;-0,503;-0,607
-0,562;-0,703;-0,6325
-0,686;-1,06;-0,873
-0,852;-0,954;-0,903
-0,842;-0,705;-0,7735
-0,722;-0,321;-0,5215
-0,447;0;-0,2235
-0,256;0;-0,128
-0,218;-0,092;-0,155
-0,086;-0,109;-0,0975
-0,12;-0,197;-0,1585
-0,072;-0,027;-0,0495
-0,115;-0,009;-0,062
-0,128;0;-0,064
0;0;0
-0,121;-0,185;-0,153
-0,379;-0,108;-0,2435
-0,145;-0,067;-0,106
-0,271;0;-0,1355
0;-0,183;-0,0915
-0,058;-0,013;-0,0355
-0,025;-0,175;-0,1
-0,345;-0,335;-0,34
-0,561;-0,515;-0,538
-0,405;-0,748;-0,5765
-0,475;-0,789;-0,632
-0,42;-0,657;-0,5385
-0,424;-0,436;-0,43
-0,286;-0,591;-0,4385
-0,367;-0,441;-0,404
-0,392;-0,58;-0,486
-0,439;-0,799;-0,619
-0,619;-0,981;-0,8
-0,762;-1,145;-0,9535
-0,438;-1,179;-0,8085
-0,676;-0,911;-0,7935
-0,651;-0,966;-0,8085
-0,767;-0,92;-0,8435
-0,703;-0,71;-0,7065
-0,422;-0,453;-0,4375
-0,206;-0,545;-0,3755
0;-0,512;-0,256
-0,021;-0,404;-0,2125
-0,066;-0,332;-0,199
-0,12;-0,216;-0,168
-0,281;0;-0,1405
-0,113;-0,164;-0,1385
-0,168;-0,354;-0,261
-0,237;-0,341;-0,289
-0,155;-0,139;-0,147
0;-0,286;-0,143
-0,158;0;-0,079
-0,159;-0,271;-0,215
-0,428;-0,691;-0,5595
-0,988;-1;-0,994
-1,09;-1,446;-1,268
-1,345;-1,435;-1,39
-1,548;-1,559;-1,5535
-1,9;-1,632;-1,766
-1,947;-1,648;-1,7975
-2,086;-1,899;-1,9925
-2,051;-1,905;-1,978
-2,046;-1,811;-1,9285
-2,151;-1,797;-1,974
-2,054;-1,742;-1,898
-1,992;-1,777;-1,8845
-1,837;-1,65;-1,7435
-1,693;-1,565;-1,629
-1,536;-1,529;-1,5325
-1,432;-1,7;-1,566
-1,571;-1,92;-1,7455
-1,954;-1,784;-1,869
-1,614;-1,019;-1,3165
-0,956;0;-0,478
0;0;0
-0,148;-0,331;-0,2395
-0,588;-0,483;-0,5355
-0,501;-0,558;-0,5295
-0,531;-0,367;-0,449
-0,305;-0,254;-0,2795
-0,395;-0,302;-0,3485
-0,665;-0,58;-0,6225
-1,082;-0,746;-0,914
-1,291;-1,002;-1,1465
-1,291;-0,929;-1,11
-1,405;-0,742;-1,0735
-1,358;-0,985;-1,1715
-1,518;-1,061;-1,2895
-1,5;-1,229;-1,3645
-1,751;-1,108;-1,4295
-1,667;-1,095;-1,381
-1,569;-1,674;-1,6215
-1,918;-1,775;-1,8465
-1,712;-1,682;-1,697
-1,704;-1,605;-1,6545
-1,353;-1,209;-1,281
-1,32;-1,037;-1,1785
-1,139;-1,24;-1,1895
-1,034;-1,309;-1,1715
-1,464;-1,964;-1,714
-1,855;-2,479;-2,167
-2,171;-2,453;-2,312
-2,203;-1,899;-2,051
-1,446;-0,974;-1,21
-0,765;-0,93;-0,8475
-0,279;-1,045;-0,662
-0,455;-0,889;-0,672
-0,412;-1,086;-0,749
-0,495;-1,115;-0,805
-0,422;-1,253;-0,8375
-0,557;-1,146;-0,8515
-0,658;-0,653;-0,6555
-0,674;-0,743;-0,7085
-0,624;-0,753;-0,6885
-0,54;-0,774;-0,657
-0,662;-1,014;-0,838
-0,759;-1,259;-1,009
-1,264;-1,208;-1,236
-1,131;-1,155;-1,143
-1,279;-0,676;-0,9775
-1,179;-0,665;-0,922
-1,111;-0,723;-0,917
-0,864;-0,925;-0,8945
-0,952;-0,869;-0,9105
-0,895;-0,894;-0,8945
-1,002;-1,059;-1,0305
-0,981;-0,944;-0,9625
-0,847;-0,755;-0,801
-0,768;-0,561;-0,6645
-0,924;-0,718;-0,821
-0,834;-0,772;-0,803
-0,884;-0,801;-0,8425
-1,037;-0,877;-0,957
-1,151;-0,872;-1,0115
-1,3;-1,072;-1,186
-1,134;-1,036;-1,085
-1,249;-0,857;-1,053
-0,856;-0,605;-0,7305
-0,78;-0,782;-0,781
-0,464;-0,944;-0,704
-0,846;-1,218;-1,032
-0,891;-1,241;-1,066
-1,065;-0,975;-1,02
-1,089;-0,981;-1,035
-1,064;-0,75;-0,907
-0,979;-0,597;-0,788
-0,946;-0,9;-0,923
-0,929;-0,94;-0,9345
-0,725;-0,623;-0,674
-0,558;-0,67;-0,614
-0,426;-0,681;-0,5535
-0,454;-0,616;-0,535
-0,631;-0,658;-0,6445
-0,759;-0,537;-0,648
-0,442;-0,035;-0,2385
-0,206;-0,188;-0,197
0;0;0
-0,083;-0,277;-0,18
-0,38;-0,391;-0,3855
-0,231;-0,432;-0,3315
-0,22;-0,579;-0,3995
-0,151;-0,553;-0,352
-0,128;-0,671;-0,3995
-0,157;-0,865;-0,511
-0,254;-0,965;-0,6095
-0,486;-1,198;-0,842
-0,589;-1,168;-0,8785
-0,599;-1,017;-0,808
-0,736;-0,985;-0,8605
-0,726;-0,787;-0,7565
-0,706;-0,89;-0,798
-0,704;-0,901;-0,8025
-0,725;-1,067;-0,896
-0,922;-1,274;-1,098
-0,989;-0,774;-0,8815
-0,868;-0,523;-0,6955
-0,749;-0,232;-0,4905
-0,461;-0,182;-0,3215
-0,2;-0,114;-0,157
-0,246;0;-0,123
0;-0,066;-0,033
-0,179;-0,189;-0,184
-0,004;-0,227;-0,1155
-0,164;-0,284;-0,224
-0,347;-0,423;-0,385
-0,325;-0,279;-0,302
-0,364;-0,189;-0,2765
-0,1;-0,278;-0,189
0;-0,558;-0,279
-0,099;0;-0,0495
-0,05;-0,184;-0,117
-0,177;-0,139;-0,158
-0,447;-0,09;-0,2685
-0,655;-0,001;-0,328
-0,691;-0,315;-0,503
-0,657;-0,3;-0,4785
-0,597;-0,297;-0,447
-0,47;-0,425;-0,4475
-0,628;-0,557;-0,5925
-0,645;-0,643;-0,644
-0,342;-0,172;-0,257
-0,624;-0,257;-0,4405
-0,618;-0,506;-0,562
-0,563;-0,66;-0,6115
-0,709;-0,387;-0,548
-0,429;-0,015;-0,222
0;-0,166;-0,083
-0,09;-0,398;-0,244
-0,479;-0,308;-0,3935
-0,575;-0,559;-0,567
-0,924;-0,546;-0,735
-0,874;-0,424;-0,649
-0,705;-0,645;-0,675
-0,818;-0,691;-0,7545
-0,647;-0,643;-0,645
-0,386;-0,301;-0,3435
-0,42;-0,109;-0,2645
-0,139;0;-0,0695
-0,19;-0,068;-0,129
-0,305;-0,23;-0,2675
-0,496;-0,249;-0,3725
-0,419;-0,341;-0,38
-0,336;-0,385;-0,3605
-0,518;-0,413;-0,4655
-0,384;-0,57;-0,477
-0,356;-0,313;-0,3345
-0,371;-0,06;-0,2155
0;-0,101;-0,0505
-0,233;-0,227;-0,23
-0,071;-0,596;-0,3335
-0,34;-0,593;-0,4665
-0,447;-0,245;-0,346
-0,296;-0,42;-0,358
-0,368;-0,53;-0,449
-0,461;-0,665;-0,563
-0,577;-0,457;-0,517
-0,405;-0,124;-0,2645
-0,208;-0,108;-0,158
-0,288;0;-0,144
-0,183;-0,213;-0,198
-0,123;-0,324;-0,2235
-0,339;-0,499;-0,419
-0,442;-0,538;-0,49
-0,652;-0,706;-0,679
-0,959;-0,742;-0,8505
-0,884;-0,561;-0,7225
-1,007;-0,525;-0,766
-1,024;-0,44;-0,732
-0,815;-0,778;-0,7965
-1,092;-0,717;-0,9045
-0,796;-0,838;-0,817
-0,847;-0,835;-0,841
-1,291;-0,916;-1,1035
-1,068;-0,82;-0,944
-1,052;-0,437;-0,7445
-1,051;-0,223;-0,637
-0,969;-0,341;-0,655
-1,099;-0,449;-0,774
-1,176;-0,265;-0,7205
-1,297;-0,193;-0,745
-1,437;-0,108;-0,7725
-1,672;-0,106;-0,889
-1,579;-0,095;-0,837
-1,443;-0,282;-0,8625
-1,313;-0,402;-0,8575
-1,208;-0,452;-0,83
-1,143;-0,642;-0,8925
-1,107;-0,386;-0,7465
-1,11;-0,435;-0,7725
-0,686;-0,581;-0,6335
-0,874;-0,581;-0,7275
-0,841;-0,584;-0,7125
-0,293;-1,054;-0,6735
-0,182;-1,334;-0,758
-0,405;-1,23;-0,8175
-0,627;-1,207;-0,917
-1,042;-0,994;-1,018
-0,923;-0,75;-0,8365
-0,744;-0,858;-0,801
-1,084;-1,105;-1,0945
-1,362;-1,081;-1,2215
-1,073;-0,795;-0,934
-0,934;-0,565;-0,7495
-0,748;-0,181;-0,4645
-0,598;0;-0,299
-0,475;-0,314;-0,3945
-0,295;-0,429;-0,362
-0,5;-0,606;-0,553
-0,339;-0,556;-0,4475
-0,279;-0,494;-0,3865
-0,002;-0,553;-0,2775
0;-0,531;-0,2655
-0,374;-0,585;-0,4795
-0,386;-0,453;-0,4195
-0,472;-0,359;-0,4155
-0,223;-0,198;-0,2105
-0,198;-0,326;-0,262
-0,144;-0,194;-0,169
-0,273;-0,466;-0,3695
-0,333;-0,377;-0,355
-0,497;-0,469;-0,483
-0,556;-0,336;-0,446
-0,384;-0,348;-0,366
-0,382;-0,674;-0,528
-0,399;-0,548;-0,4735
-0,358;-0,455;-0,4065
-0,016;-0,512;-0,264
-0,008;-0,657;-0,3325
0;-0,777;-0,3885
-0,524;-0,362;-0,443
-0,233;-0,487;-0,36
-0,523;-0,223;-0,373
-0,289;-0,022;-0,1555
-0,245;-0,19;-0,2175
-0,524;-0,231;-0,3775
-0,574;-0,366;-0,47
-0,594;-0,604;-0,599
-0,657;-0,771;-0,714
-0,847;-0,971;-0,909
-1,122;-0,817;-0,9695
-1,212;-0,913;-1,0625
-1,392;-0,786;-1,089
-1,317;-0,843;-1,08
-1,367;-0,862;-1,1145
-1,18;-0,741;-0,9605
-1,065;-0,862;-0,9635
-1,204;-0,846;-1,025
-1,064;-0,649;-0,8565
-0,992;-0,43;-0,711
-0,681;-0,119;-0,4
-0,357;-0,165;-0,261
-0,297;0;-0,1485
-0,204;-0,09;-0,147
-0,285;-0,18;-0,2325
-0,091;-0,328;-0,2095
-0,165;-0,376;-0,2705
-0,286;-0,588;-0,437
-0,68;-0,765;-0,7225
-0,79;-0,347;-0,5685
-0,736;-0,396;-0,566
-0,67;-0,39;-0,53
-0,48;-0,278;-0,379
-0,261;-0,372;-0,3165
-0,361;-0,33;-0,3455
-0,649;-0,561;-0,605
-0,932;-0,771;-0,8515
-1,243;-0,736;-0,9895
-1,112;-0,493;-0,8025
-0,859;-0,815;-0,837
-1,034;-0,899;-0,9665
-0,792;-0,993;-0,8925
-0,662;-1,077;-0,8695
-0,753;-0,865;-0,809
-0,969;-0,385;-0,677
-0,578;0;-0,289
-0,009;-0,06;-0,0345
0;-0,379;-0,1895
-0,362;-0,373;-0,3675
-0,454;-0,116;-0,285
-0,172;-0,024;-0,098
0;-0,067;-0,0335
-0,05;-0,18;-0,115
-0,279;-0,139;-0,209
-0,381;-0,235;-0,308
-0,439;-0,371;-0,405
-0,696;-0,353;-0,5245
-0,394;-0,375;-0,3845
-0,391;-0,634;-0,5125
-0,578;-0,526;-0,552
-0,696;-0,712;-0,704
-0,88;-1,11;-0,995
-1,253;-1,37;-1,3115
-1,487;-1,458;-1,4725
-1,466;-1,643;-1,5545
-1,327;-1,945;-1,636
-1,545;-1,818;-1,6815
-1,697;-1,546;-1,6215
-1,389;-1,71;-1,5495
-1,649;-2,068;-1,8585
-2,123;-2,216;-2,1695
-2,295;-2,403;-2,349
-2,305;-2,629;-2,467
-2,56;-2,657;-2,6085
-2,616;-2,31;-2,463
-2,1;-1,784;-1,942
-1,499;-1,43;-1,4645
-1,244;-1,291;-1,2675
-1,175;-1,36;-1,2675
-1,241;-1,61;-1,4255
-1,128;-1,238;-1,183
-0,743;-0,779;-0,761
-0,381;-0,512;-0,4465
-0,458;-0,416;-0,437
-0,422;-0,356;-0,389
-0,45;-0,095;-0,2725
-0,186;-0,017;-0,1015
-0,114;-0,173;-0,1435
-0,429;-0,289;-0,359
-0,222;-0,31;-0,266
-0,275;-0,156;-0,2155
-0,149;-0,216;-0,1825
-0,204;0;-0,102
0;-0,068;-0,034
-0,041;0;-0,0205
-0,106;-0,135;-0,1205
-0,137;-0,065;-0,101
-0,216;-0,073;-0,1445
-0,13;0;-0,065
0;-0,118;-0,059
-0,169;-0,243;-0,206
-0,174;-0,097;-0,1355
-0,196;-0,289;-0,2425
-0,405;-0,475;-0,44
-0,53;-0,121;-0,3255
-0,348;-0,228;-0,288
-0,152;-0,116;-0,134
-0,14;-0,031;-0,0855
-0,124;-0,092;-0,108
-0,13;-0,141;-0,1355
-0,015;-0,122;-0,0685
-0,012;-0,06;-0,036
-0,106;-0,355;-0,2305
-0,123;-0,113;-0,118
0;0;0
-0,102;-0,04;-0,071
-0,107;-0,278;-0,1925
-0,223;-0,562;-0,3925
-0,614;-0,472;-0,543
-0,523;-0,426;-0,4745
-0,214;-0,383;-0,2985
-0,164;-0,549;-0,3565
-0,322;-0,687;-0,5045
-0,635;-1,035;-0,835
-0,67;-1,261;-0,9655
-0,746;-1,316;-1,031
-1,075;-1,14;-1,1075
-0,652;-1,159;-0,9055
-0,69;-0,814;-0,752
-0,965;-0,928;-0,9465
-0,89;-1,074;-0,982
-0,746;-1,14;-0,943
-0,984;-1,037;-1,0105
-0,812;-0,76;-0,786
-0,572;-0,831;-0,7015
-0,744;-0,899;-0,8215
-1,193;-0,833;-1,013
-1,051;-0,618;-0,8345
-0,539;-0,521;-0,53
-0,474;-0,199;-0,3365
-0,265;-0,383;-0,324
-0,21;-0,488;-0,349
-0,28;-0,484;-0,382
-0,103;-0,087;-0,095
-0,048;-0,319;-0,1835
-0,235;-0,415;-0,325
-0,355;-0,677;-0,516
-0,656;-0,688;-0,672
-0,942;-0,941;-0,9415
-0,991;-0,843;-0,917
-0,742;-0,86;-0,801
-0,587;-0,625;-0,606
-0,31;-0,793;-0,5515
-0,366;-1,081;-0,7235
-0,43;-1,216;-0,823
-0,541;-1,036;-0,7885
-0,491;-1,065;-0,778
-0,668;-1,264;-0,966
-0,77;-1,138;-0,954
-0,987;-1,072;-1,0295
-0,903;-0,552;-0,7275
-0,822;-0,4;-0,611
-0,641;-0,387;-0,514
-0,532;-0,549;-0,5405
-0,52;-0,293;-0,4065
-0,332;-0,198;-0,265
-0,291;-0,237;-0,264
-0,335;-0,263;-0,299
-0,495;-0,119;-0,307
-0,358;-0,295;-0,3265
-0,51;-0,929;-0,7195
-0,851;-1,347;-1,099
-1,179;-1,51;-1,3445
-1,384;-1,252;-1,318
-1,204;-1,207;-1,2055
-1,02;-1,057;-1,0385
-0,865;-0,956;-0,9105
-0,647;-1,254;-0,9505
-0,914;-1,434;-1,174
-1,204;-1,602;-1,403
-1,364;-1,603;-1,4835
-1,367;-1,633;-1,5
-1,187;-1,481;-1,334
-0,955;-1,566;-1,2605
-1,02;-1,599;-1,3095
-0,895;-1,604;-1,2495
-1,074;-1,647;-1,3605
-1,467;-1,82;-1,6435
-1,503;-1,708;-1,6055
-1,704;-1,401;-1,5525
-1,4;-0,905;-1,1525
-0,903;-0,355;-0,629
-0,262;-0,137;-0,1995
-0,067;0;-0,0335
0;0;0
-0,068;-0,495;-0,2815
-0,35;-0,551;-0,4505
-0,306;-0,303;-0,3045
-0,277;-0,133;-0,205
0;-0,373;-0,1865
-0,352;-0,432;-0,392
-0,502;-0,31;-0,406
-0,607;-0,01;-0,3085
-0,601;-0,089;-0,345
-0,146;-0,054;-0,1
-0,458;-0,245;-0,3515
-0,711;-0,609;-0,66
-0,728;-0,245;-0,4865
-0,414;-0,208;-0,311
-0,208;-0,162;-0,185
-0,185;-0,241;-0,213
-0,234;-0,062;-0,148
0;0;0
-0,084;-0,074;-0,079
-0,285;-0,271;-0,278
-0,361;-0,535;-0,448
-0,688;-1,067;-0,8775
-1,232;-1,302;-1,267
-1,645;-1,707;-1,676
-1,965;-1,782;-1,8735
-1,983;-1,113;-1,548
-1,303;-0,221;-0,762
-0,263;-0,115;-0,189
-0,057;-0,529;-0,293
-0,418;-0,588;-0,503
-0,762;-0,714;-0,738
-0,715;-1,024;-0,8695
-0,981;-0,997;-0,989
-0,867;-0,988;-0,9275
-1,112;-1,183;-1,1475
-1,156;-0,967;-1,0615
-1,15;-1,236;-1,193
-1,116;-1,331;-1,2235
-1,118;-1,45;-1,284
-1,304;-1,256;-1,28
-1,194;-1,008;-1,101
-1,153;-0,996;-1,0745
-1,013;-1,082;-1,0475
-1,187;-1,369;-1,278
-1,254;-1,461;-1,3575
-1,517;-1,222;-1,3695
-1,111;-1,004;-1,0575
-1,092;-1,166;-1,129
-1,391;-1,103;-1,247
-1,274;-1,197;-1,2355
-0,924;-0,788;-0,856
-0,887;-0,557;-0,722
-0,696;-0,398;-0,547
-0,409;-0,597;-0,503
-0,559;-0,656;-0,6075
-0,578;-0,739;-0,6585
-0,636;-0,281;-0,4585
-0,26;-0,159;-0,2095
-0,334;0;-0,167
-0,056;-0,133;-0,0945
-0,021;-0,151;-0,086
-0,006;0;-0,003
-0,113;-0,445;-0,279
-0,311;-0,555;-0,433
-0,298;-0,503;-0,4005
-0,485;-0,869;-0,677
-0,809;-0,738;-0,7735
-0,788;-0,597;-0,6925
-0,458;-0,657;-0,5575
-0,182;-0,605;-0,3935
-0,406;-0,596;-0,501
-0,239;-0,489;-0,364
-0,273;-0,324;-0,2985
-0,131;-0,087;-0,109
0;0;0
0;-0,027;-0,0135
-0,105;0;-0,0525
-0,241;-0,099;-0,17
-0,439;-0,149;-0,294
-0,24;-0,16;-0,2
0;0;0
0;0;0
0;-0,053;-0,0265
-0,163;-0,155;-0,159
-0,501;-0,284;-0,3925
-0,783;-0,561;-0,672
-0,669;-0,378;-0,5235
-0,705;-0,802;-0,7535
-0,795;-0,9;-0,8475
-0,975;-0,768;-0,8715
-0,744;-0,551;-0,6475
-0,836;-0,799;-0,8175
-0,42;-0,916;-0,668
-0,523;-0,651;-0,587
-0,41;-0,552;-0,481
-0,354;-0,585;-0,4695
-0,568;-0,777;-0,6725
-0,389;-0,914;-0,6515
-0,502;-0,858;-0,68
-0,493;-0,779;-0,636
-0,571;-0,584;-0,5775
-0,353;-0,285;-0,319
-0,277;-0,267;-0,272
0;-0,077;-0,0385
-0,249;-0,295;-0,272
-0,393;-0,191;-0,292
-0,293;0;-0,1465
-0,066;-0,298;-0,182
-0,043;-0,557;-0,3
-0,13;-0,651;-0,3905
-0,05;-0,767;-0,4085
-0,398;-0,563;-0,4805
-0,563;-0,724;-0,6435
-0,733;-0,688;-0,7105
-0,686;-0,441;-0,5635
-0,493;-0,425;-0,459
-0,563;-0,502;-0,5325
-0,732;-0,654;-0,693
-0,798;-0,918;-0,858
-1,049;-1,207;-1,128
-1,391;-1,649;-1,52
-1,566;-1,873;-1,7195
-1,786;-1,728;-1,757
-1,553;-1,659;-1,606
-1,213;-1,405;-1,309
-1,406;-1,415;-1,4105
-1,266;-1,469;-1,3675
-1,359;-1,187;-1,273
-1,304;-1,017;-1,1605
-1,272;-1,25;-1,261
-1,383;-1,75;-1,5665
-1,755;-1,701;-1,728
-1,831;-1,844;-1,8375
-1,898;-2,024;-1,961
-1,444;-1,9;-1,672
-1,112;-1,507;-1,3095
-0,838;-1,017;-0,9275
-0,625;-1,028;-0,8265
-0,731;-0,95;-0,8405
-0,783;-0,89;-0,8365
-0,515;-0,377;-0,446
-0,424;0;-0,212
-0,255;-0,168;-0,2115
-0,384;-0,882;-0,633
-0,769;-1,074;-0,9215
-0,989;-1,055;-1,022
-1,196;-1,096;-1,146
-0,954;-1,113;-1,0335
-0,916;-1,216;-1,066
-0,928;-1,023;-0,9755
-0,888;-0,892;-0,89
-0,715;-1,118;-0,9165
-0,865;-1,373;-1,119
-1,269;-1,367;-1,318
-1,281;-1,386;-1,3335
-1,511;-1,614;-1,5625
-1,512;-1,862;-1,687
-1,492;-1,857;-1,6745
-1,324;-1,772;-1,548
-1,683;-1,721;-1,702
-1,261;-1,572;-1,4165
-1,14;-1,385;-1,2625
-1,098;-1,104;-1,101
-1,01;-0,836;-0,923
-0,923;-0,882;-0,9025
-0,866;-0,924;-0,895
-0,972;-1,023;-0,9975
-1,122;-1,059;-1,0905
-1,255;-1,506;-1,3805
-1,753;-1,958;-1,8555
-2,345;-1,678;-2,0115
-1,754;-0,553;-1,1535
-0,722;0;-0,361
0;-0,386;-0,193
-0,357;-1,068;-0,7125
-0,937;-1,21;-1,0735
-1,261;-1,185;-1,223
-1,125;-1,028;-1,0765
-0,867;-0,897;-0,882
